"TIME_PERIOD";"GEO";"ERWP";"ERWL";"POP1564";"UNIT_MEA";"OBS_VALUE";"OBS_CONFIDENCE";"OBS_STATUS"
2018;"CH013";"Total";"Total";"Total";"pers";385289;0.2138;"A"
2018;"CH025";"1";"Total";"Total";"pers";36873;3.6431;"A"
2018;"CH025";"Total";"Total";"Total";"pers";61140;0.6708;"A"
2018;"CH";"1";"Total";"Total";"pers";4542883;0.3007;"A"
2018;"CH";"Total";"Total";"Total";"pers";7084068;0.0504;"A"
2018;"CH040";"1";"Total";"Total";"pers in %";67.34314;0.4791;"A"
2018;"CH040";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH021";"1";"Total";"Total";"pers in %";64.25529;0.5586;"A"
2018;"CH021";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH061";"1";"Total";"Total";"pers in %";66.80686;0.6525;"A"
2018;"CH061";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH062";"1";"Total";"Total";"pers in %";64.69872;3.1053;"A"
2018;"CH062";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH063";"1";"Total";"Total";"pers in %";65.85894;1.4650;"A"
2018;"CH063";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH064";"1";"Total";"Total";"pers in %";67.86212;2.8493;"A"
2018;"CH064";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH065";"1";"Total";"Total";"pers in %";64.48516;2.6942;"A"
2018;"CH065";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH051";"1";"Total";"Total";"pers in %";63.52710;3.1329;"A"
2018;"CH051";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH066";"1";"Total";"Total";"pers in %";66.35079;1.1311;"A"
2018;"CH066";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH022";"1";"Total";"Total";"pers in %";66.08694;1.0340;"A"
2018;"CH022";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH023";"1";"Total";"Total";"pers in %";63.89999;1.1423;"A"
2018;"CH023";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH031";"1";"Total";"Total";"pers in %";61.18933;1.4432;"A"
2018;"CH031";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH032";"1";"Total";"Total";"pers in %";60.98821;1.1213;"A"
2018;"CH032";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH052";"1";"Total";"Total";"pers in %";62.42837;2.0966;"A"
2018;"CH052";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH053";"1";"Total";"Total";"pers in %";65.58154;2.5386;"A"
2018;"CH053";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH054";"1";"Total";"Total";"pers in %";66.30318;4.9473;"A"
2018;"CH054";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH055";"1";"Total";"Total";"pers in %";65.25662;0.8327;"A"
2018;"CH055";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH056";"1";"Total";"Total";"pers in %";62.98026;1.3131;"A"
2018;"CH056";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH033";"1";"Total";"Total";"pers in %";66.10770;0.7165;"A"
2018;"CH033";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH057";"1";"Total";"Total";"pers in %";65.84119;1.1238;"A"
2018;"CH057";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH070";"1";"Total";"Total";"pers in %";54.68749;0.7074;"A"
2018;"CH070";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH011";"1";"Total";"Total";"pers in %";62.71090;0.4684;"A"
2018;"CH011";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH012";"1";"Total";"Total";"pers in %";61.12938;1.0231;"A"
2018;"CH012";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH024";"1";"Total";"Total";"pers in %";60.69290;0.9944;"A"
2018;"CH024";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH013";"1";"Total";"Total";"pers in %";60.76403;0.6468;"A"
2018;"CH013";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH025";"1";"Total";"Total";"pers in %";60.30888;2.2056;"A"
2018;"CH025";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2018;"CH";"1";"Total";"Total";"pers in %";64.12816;0.1928;"A"
2018;"CH";"Total";"Total";"Total";"pers in %";100.00000;0.0504;"A"
2018;"CH040";"1";"Total";"1";"pers";827831;0.7592;"A"
2018;"CH040";"Total";"Total";"1";"pers";1017401;0.5413;"A"
2018;"CH021";"1";"Total";"1";"pers";542665;0.9277;"A"
2018;"CH021";"Total";"Total";"1";"pers";662466;0.6919;"A"
2018;"CH061";"1";"Total";"1";"pers";221237;1.0553;"A"
2018;"CH061";"Total";"Total";"1";"pers";271565;0.7686;"A"
2018;"CH062";"1";"Total";"1";"pers";19034;4.7747;"A"
2018;"CH062";"Total";"Total";"1";"pers";23307;3.4170;"A"
2018;"CH063";"1";"Total";"1";"pers";85623;2.3799;"A"
2018;"CH063";"Total";"Total";"1";"pers";106966;1.6605;"A"
2018;"CH064";"1";"Total";"1";"pers";20898;4.4997;"A"
2018;"CH064";"Total";"Total";"1";"pers";24880;3.3493;"A"
2018;"CH065";"1";"Total";"1";"pers";22915;4.6368;"A"
2018;"CH065";"Total";"Total";"1";"pers";28321;3.3704;"A"
2018;"CH051";"1";"Total";"1";"pers";20866;5.1901;"A"
2018;"CH051";"Total";"Total";"1";"pers";26345;3.6756;"A"
2018;"CH066";"1";"Total";"1";"pers";68027;1.8211;"A"
2018;"CH066";"Total";"Total";"1";"pers";85041;1.2743;"A"
2018;"CH022";"1";"Total";"1";"pers";168700;1.6522;"A"
2018;"CH022";"Total";"Total";"1";"pers";212718;1.0989;"A"
2018;"CH023";"1";"Total";"1";"pers";143697;1.9015;"A"
2018;"CH023";"Total";"Total";"1";"pers";179518;1.3827;"A"
2018;"CH031";"1";"Total";"1";"pers";97110;2.4868;"A"
2018;"CH031";"Total";"Total";"1";"pers";127223;1.7036;"A"
2018;"CH032";"1";"Total";"1";"pers";143788;1.9707;"A"
2018;"CH032";"Total";"Total";"1";"pers";182143;1.4300;"A"
2018;"CH052";"1";"Total";"1";"pers";41983;3.6182;"A"
2018;"CH052";"Total";"Total";"1";"pers";52757;2.6951;"A"
2018;"CH053";"1";"Total";"1";"pers";29320;4.0266;"A"
2018;"CH053";"Total";"Total";"1";"pers";35752;2.9655;"A"
2018;"CH054";"1";"Total";"1";"pers";8606;7.3508;"A"
2018;"CH054";"Total";"Total";"1";"pers";10397;5.3805;"A"
2018;"CH055";"1";"Total";"1";"pers";268808;1.3456;"A"
2018;"CH055";"Total";"Total";"1";"pers";335210;0.9449;"A"
2018;"CH056";"1";"Total";"1";"pers";103568;2.2268;"A"
2018;"CH056";"Total";"Total";"1";"pers";128770;1.6158;"A"
2018;"CH033";"1";"Total";"1";"pers";364252;1.1754;"A"
2018;"CH033";"Total";"Total";"1";"pers";451192;0.8376;"A"
2018;"CH057";"1";"Total";"1";"pers";148054;1.7841;"A"
2018;"CH057";"Total";"Total";"1";"pers";184516;1.2211;"A"
2018;"CH070";"1";"Total";"1";"pers";159590;1.3448;"A"
2018;"CH070";"Total";"Total";"1";"pers";224525;0.8605;"A"
2018;"CH011";"1";"Total";"1";"pers";400544;0.7870;"A"
2018;"CH011";"Total";"Total";"1";"pers";526262;0.5192;"A"
2018;"CH012";"1";"Total";"1";"pers";172052;1.7361;"A"
2018;"CH012";"Total";"Total";"1";"pers";222732;1.1793;"A"
2018;"CH024";"1";"Total";"1";"pers";87106;1.7069;"A"
2018;"CH024";"Total";"Total";"1";"pers";114638;1.1546;"A"
2018;"CH013";"1";"Total";"1";"pers";228326;1.1362;"A"
2018;"CH013";"Total";"Total";"1";"pers";309190;0.7369;"A"
2018;"CH025";"1";"Total";"1";"pers";36104;3.7436;"A"
2018;"CH025";"Total";"Total";"1";"pers";46472;2.6904;"A"
2018;"CH";"1";"Total";"1";"pers";4430704;0.3120;"A"
2018;"CH";"Total";"Total";"1";"pers";5590307;0.2191;"A"
2018;"CH040";"1";"Total";"1";"pers in %";81.36718;0.4574;"A"
2018;"CH040";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH021";"1";"Total";"1";"pers in %";81.91591;0.5278;"A"
2018;"CH021";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH061";"1";"Total";"1";"pers in %";81.46757;0.6262;"A"
2018;"CH061";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH062";"1";"Total";"1";"pers in %";81.66672;2.8543;"A"
2018;"CH062";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH063";"1";"Total";"1";"pers in %";80.04667;1.4152;"A"
2018;"CH063";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH064";"1";"Total";"1";"pers in %";83.99401;2.5662;"A"
2018;"CH064";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH065";"1";"Total";"1";"pers in %";80.91290;2.5870;"A"
2018;"CH065";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH051";"1";"Total";"1";"pers in %";79.20432;3.0634;"A"
2018;"CH051";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH066";"1";"Total";"1";"pers in %";79.99283;1.0996;"A"
2018;"CH066";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH022";"1";"Total";"1";"pers in %";79.30674;0.9926;"A"
2018;"CH022";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH023";"1";"Total";"1";"pers in %";80.04577;1.1187;"A"
2018;"CH023";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH031";"1";"Total";"1";"pers in %";76.33019;1.4728;"A"
2018;"CH031";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH032";"1";"Total";"1";"pers in %";78.94252;1.1163;"A"
2018;"CH032";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH052";"1";"Total";"1";"pers in %";79.57875;2.1069;"A"
2018;"CH052";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH053";"1";"Total";"1";"pers in %";82.00836;2.3864;"A"
2018;"CH053";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH054";"1";"Total";"1";"pers in %";82.77440;4.4884;"A"
2018;"CH054";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH055";"1";"Total";"1";"pers in %";80.19100;0.8001;"A"
2018;"CH055";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH056";"1";"Total";"1";"pers in %";80.42901;1.2639;"A"
2018;"CH056";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH033";"1";"Total";"1";"pers in %";80.73108;0.6914;"A"
2018;"CH033";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH057";"1";"Total";"1";"pers in %";80.23914;1.0652;"A"
2018;"CH057";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH070";"1";"Total";"1";"pers in %";71.07895;0.7571;"A"
2018;"CH070";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH011";"1";"Total";"1";"pers in %";76.11108;0.4743;"A"
2018;"CH011";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH012";"1";"Total";"1";"pers in %";77.24637;1.0148;"A"
2018;"CH012";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH024";"1";"Total";"1";"pers in %";75.98346;1.0138;"A"
2018;"CH024";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH013";"1";"Total";"1";"pers in %";73.84653;0.6706;"A"
2018;"CH013";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH025";"1";"Total";"1";"pers in %";77.69016;2.2356;"A"
2018;"CH025";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH";"1";"Total";"1";"pers in %";79.25690;0.2473;"A"
2018;"CH";"Total";"Total";"1";"pers in %";100.00000;0.2191;"A"
2018;"CH040";"Total";"0";"1";"pers";788697;0.8051;"A"
2018;"CH040";"Total";"1";"1";"pers";39134;6.0390;"A"
2018;"CH040";"Total";"Total";"1";"pers";827831;0.7592;"A"
2018;"CH021";"Total";"0";"1";"pers";522457;0.9673;"A"
2018;"CH021";"Total";"1";"1";"pers";20208;7.9702;"A"
2018;"CH021";"Total";"Total";"1";"pers";542665;0.9277;"A"
2018;"CH061";"Total";"0";"1";"pers";214341;1.0920;"A"
2018;"CH061";"Total";"1";"1";"pers";6896;10.5758;"A"
2018;"CH061";"Total";"Total";"1";"pers";221237;1.0553;"A"
2018;"CH062";"Total";"0";"1";"pers";18664;4.8991;"A"
2018;"CH062";"Total";"1";"1";"pers";369.88149;58.1630;"U"
2018;"CH062";"Total";"Total";"1";"pers";19034;4.7747;"A"
2018;"CH063";"Total";"0";"1";"pers";83628;2.4453;"A"
2018;"CH063";"Total";"1";"1";"pers";1995;26.7979;"A"
2018;"CH063";"Total";"Total";"1";"pers";85623;2.3799;"A"
2018;"CH064";"Total";"0";"1";"pers";20277;4.6838;"A"
2018;"CH064";"Total";"1";"1";"pers";620.50936;44.3191;"U"
2018;"CH064";"Total";"Total";"1";"pers";20898;4.4997;"A"
2018;"CH065";"Total";"0";"1";"pers";22632;4.7018;"A"
2018;"CH065";"Total";"1";"1";"pers";283.08072;68.3375;"U"
2018;"CH065";"Total";"Total";"1";"pers";22915;4.6368;"A"
2018;"CH051";"Total";"0";"1";"pers";20337;5.3420;"A"
2018;"CH051";"Total";"1";"1";"pers";529.10341;53.9492;"U"
2018;"CH051";"Total";"Total";"1";"pers";20866;5.1901;"A"
2018;"CH066";"Total";"0";"1";"pers";65061;1.9186;"A"
2018;"CH066";"Total";"1";"1";"pers";2966;14.8569;"A"
2018;"CH066";"Total";"Total";"1";"pers";68027;1.8211;"A"
2018;"CH022";"Total";"0";"1";"pers";160136;1.7586;"A"
2018;"CH022";"Total";"1";"1";"pers";8564;12.4461;"A"
2018;"CH022";"Total";"Total";"1";"pers";168700;1.6522;"A"
2018;"CH023";"Total";"0";"1";"pers";137878;1.9844;"A"
2018;"CH023";"Total";"1";"1";"pers";5818;16.0379;"A"
2018;"CH023";"Total";"Total";"1";"pers";143697;1.9015;"A"
2018;"CH031";"Total";"0";"1";"pers";90065;2.6830;"A"
2018;"CH031";"Total";"1";"1";"pers";7044;14.9042;"A"
2018;"CH031";"Total";"Total";"1";"pers";97110;2.4868;"A"
2018;"CH032";"Total";"0";"1";"pers";137218;2.0667;"A"
2018;"CH032";"Total";"1";"1";"pers";6570;14.6804;"A"
2018;"CH032";"Total";"Total";"1";"pers";143788;1.9707;"A"
2018;"CH052";"Total";"0";"1";"pers";39696;3.8111;"A"
2018;"CH052";"Total";"1";"1";"pers";2287;25.9320;"A"
2018;"CH052";"Total";"Total";"1";"pers";41983;3.6182;"A"
2018;"CH053";"Total";"0";"1";"pers";28160;4.2336;"A"
2018;"CH053";"Total";"1";"1";"pers";1160;33.9454;"U"
2018;"CH053";"Total";"Total";"1";"pers";29320;4.0266;"A"
2018;"CH054";"Total";"0";"1";"pers";8572;7.3960;"A"
2018;"CH054";"Total";"1";"1";"pers";;;"L"
2018;"CH054";"Total";"Total";"1";"pers";8606;7.3508;"A"
2018;"CH055";"Total";"0";"1";"pers";259219;1.4032;"A"
2018;"CH055";"Total";"1";"1";"pers";9589;12.1365;"A"
2018;"CH055";"Total";"Total";"1";"pers";268808;1.3456;"A"
2018;"CH056";"Total";"0";"1";"pers";101038;2.2861;"A"
2018;"CH056";"Total";"1";"1";"pers";2530;23.6902;"A"
2018;"CH056";"Total";"Total";"1";"pers";103568;2.2268;"A"
2018;"CH033";"Total";"0";"1";"pers";347849;1.2377;"A"
2018;"CH033";"Total";"1";"1";"pers";16403;9.4520;"A"
2018;"CH033";"Total";"Total";"1";"pers";364252;1.1754;"A"
2018;"CH057";"Total";"0";"1";"pers";142500;1.8711;"A"
2018;"CH057";"Total";"1";"1";"pers";5554;15.5611;"A"
2018;"CH057";"Total";"Total";"1";"pers";148054;1.7841;"A"
2018;"CH070";"Total";"0";"1";"pers";147027;1.4497;"A"
2018;"CH070";"Total";"1";"1";"pers";12563;7.1276;"A"
2018;"CH070";"Total";"Total";"1";"pers";159590;1.3448;"A"
2018;"CH011";"Total";"0";"1";"pers";369344;0.8586;"A"
2018;"CH011";"Total";"1";"1";"pers";31199;4.5593;"A"
2018;"CH011";"Total";"Total";"1";"pers";400544;0.7870;"A"
2018;"CH012";"Total";"0";"1";"pers";163583;1.8323;"A"
2018;"CH012";"Total";"1";"1";"pers";8469;12.6168;"A"
2018;"CH012";"Total";"Total";"1";"pers";172052;1.7361;"A"
2018;"CH024";"Total";"0";"1";"pers";80589;1.8494;"A"
2018;"CH024";"Total";"1";"1";"pers";6517;9.9225;"A"
2018;"CH024";"Total";"Total";"1";"pers";87106;1.7069;"A"
2018;"CH013";"Total";"0";"1";"pers";201853;1.2801;"A"
2018;"CH013";"Total";"1";"1";"pers";26473;5.2046;"A"
2018;"CH013";"Total";"Total";"1";"pers";228326;1.1362;"A"
2018;"CH025";"Total";"0";"1";"pers";34114;3.9658;"A"
2018;"CH025";"Total";"1";"1";"pers";1990;25.8347;"A"
2018;"CH025";"Total";"Total";"1";"pers";36104;3.7436;"A"
2018;"CH";"Total";"0";"1";"pers";4204938;0.3304;"A"
2018;"CH";"Total";"1";"1";"pers";225766;2.2321;"A"
2018;"CH";"Total";"Total";"1";"pers";4430704;0.3120;"A"
2018;"CH040";"Total";"0";"1";"pers in %";95.27274;0.2820;"A"
2018;"CH040";"Total";"1";"1";"pers in %";4.72726;0.2820;"A"
2018;"CH040";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH021";"Total";"0";"1";"pers in %";96.27609;0.2937;"A"
2018;"CH021";"Total";"1";"1";"pers in %";3.72391;0.2937;"A"
2018;"CH021";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH061";"Total";"0";"1";"pers in %";96.88297;0.3264;"A"
2018;"CH061";"Total";"1";"1";"pers in %";3.11703;0.3264;"A"
2018;"CH061";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH062";"Total";"0";"1";"pers in %";98.05674;1.1255;"A"
2018;"CH062";"Total";"1";"1";"pers in %";1.94326;1.1255;"U"
2018;"CH062";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH063";"Total";"0";"1";"pers in %";97.67051;0.6202;"A"
2018;"CH063";"Total";"1";"1";"pers in %";2.32949;0.6202;"A"
2018;"CH063";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH064";"Total";"0";"1";"pers in %";97.03073;1.3078;"A"
2018;"CH064";"Total";"1";"1";"pers in %";2.96927;1.3078;"U"
2018;"CH064";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH065";"Total";"0";"1";"pers in %";98.76467;0.8414;"A"
2018;"CH065";"Total";"1";"1";"pers in %";1.23533;0.8414;"U"
2018;"CH065";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH051";"Total";"0";"1";"pers in %";97.46433;1.3585;"A"
2018;"CH051";"Total";"1";"1";"pers in %";2.53567;1.3585;"U"
2018;"CH051";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH066";"Total";"0";"1";"pers in %";95.64050;0.6401;"A"
2018;"CH066";"Total";"1";"1";"pers in %";4.35950;0.6401;"A"
2018;"CH066";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH022";"Total";"0";"1";"pers in %";94.92367;0.6236;"A"
2018;"CH022";"Total";"1";"1";"pers in %";5.07633;0.6236;"A"
2018;"CH022";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH023";"Total";"0";"1";"pers in %";95.95085;0.6411;"A"
2018;"CH023";"Total";"1";"1";"pers in %";4.04915;0.6411;"A"
2018;"CH023";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH031";"Total";"0";"1";"pers in %";92.74614;1.0570;"A"
2018;"CH031";"Total";"1";"1";"pers in %";7.25386;1.0570;"A"
2018;"CH031";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH032";"Total";"0";"1";"pers in %";95.43089;0.6616;"A"
2018;"CH032";"Total";"1";"1";"pers in %";4.56911;0.6616;"A"
2018;"CH032";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH052";"Total";"0";"1";"pers in %";94.55205;1.3857;"A"
2018;"CH052";"Total";"1";"1";"pers in %";5.44795;1.3857;"A"
2018;"CH052";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH053";"Total";"0";"1";"pers in %";96.04478;1.3302;"A"
2018;"CH053";"Total";"1";"1";"pers in %";3.95522;1.3302;"U"
2018;"CH053";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH054";"Total";"0";"1";"pers in %";99.60608;0.3939;"A"
2018;"CH054";"Total";"1";"1";"pers in %";;;"L"
2018;"CH054";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH055";"Total";"0";"1";"pers in %";96.43271;0.4287;"A"
2018;"CH055";"Total";"1";"1";"pers in %";3.56729;0.4287;"A"
2018;"CH055";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH056";"Total";"0";"1";"pers in %";97.55696;0.5746;"A"
2018;"CH056";"Total";"1";"1";"pers in %";2.44304;0.5746;"A"
2018;"CH056";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH033";"Total";"0";"1";"pers in %";95.49682;0.4201;"A"
2018;"CH033";"Total";"1";"1";"pers in %";4.50318;0.4201;"A"
2018;"CH033";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH057";"Total";"0";"1";"pers in %";96.24839;0.5786;"A"
2018;"CH057";"Total";"1";"1";"pers in %";3.75161;0.5786;"A"
2018;"CH057";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH070";"Total";"0";"1";"pers in %";92.12810;0.5471;"A"
2018;"CH070";"Total";"1";"1";"pers in %";7.87190;0.5471;"A"
2018;"CH070";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH011";"Total";"0";"1";"pers in %";92.21073;0.3473;"A"
2018;"CH011";"Total";"1";"1";"pers in %";7.78927;0.3473;"A"
2018;"CH011";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH012";"Total";"0";"1";"pers in %";95.07753;0.6124;"A"
2018;"CH012";"Total";"1";"1";"pers in %";4.92247;0.6124;"A"
2018;"CH012";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH024";"Total";"0";"1";"pers in %";92.51819;0.7261;"A"
2018;"CH024";"Total";"1";"1";"pers in %";7.48181;0.7261;"A"
2018;"CH024";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH013";"Total";"0";"1";"pers in %";88.40549;0.5815;"A"
2018;"CH013";"Total";"1";"1";"pers in %";11.59451;0.5815;"A"
2018;"CH013";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH025";"Total";"0";"1";"pers in %";94.48840;1.3999;"A"
2018;"CH025";"Total";"1";"1";"pers in %";5.51160;1.3999;"A"
2018;"CH025";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2018;"CH";"Total";"0";"1";"pers in %";94.90450;0.3136;"A"
2018;"CH";"Total";"1";"1";"pers in %";5.09550;0.1137;"A"
2018;"CH";"Total";"Total";"1";"pers in %";100.00000;0.3120;"A"
2019;"CH040";"1";"Total";"Total";"pers";869025;0.7105;"A"
2019;"CH040";"Total";"Total";"Total";"pers";1276291;0.1328;"A"
2019;"CH021";"1";"Total";"Total";"pers";561552;0.8729;"A"
2019;"CH021";"Total";"Total";"Total";"pers";868970;0.1212;"A"
2019;"CH061";"1";"Total";"Total";"pers";231458;0.9462;"A"
2019;"CH061";"Total";"Total";"Total";"pers";342001;0.1685;"A"
2019;"CH062";"1";"Total";"Total";"pers";19203;5.0547;"A"
2019;"CH062";"Total";"Total";"Total";"pers";30466;0.6470;"A"
2019;"CH063";"1";"Total";"Total";"pers";90630;2.1324;"A"
2019;"CH063";"Total";"Total";"Total";"pers";134575;0.4030;"A"
2019;"CH064";"1";"Total";"Total";"pers";21495;4.3560;"A"
2019;"CH064";"Total";"Total";"Total";"pers";31675;0.7486;"A"
2019;"CH065";"1";"Total";"Total";"pers";24649;4.0660;"A"
2019;"CH065";"Total";"Total";"Total";"pers";36616;0.7233;"A"
2019;"CH051";"1";"Total";"Total";"pers";22018;4.6317;"A"
2019;"CH051";"Total";"Total";"Total";"pers";33983;0.7130;"A"
2019;"CH066";"1";"Total";"Total";"pers";70338;1.7119;"A"
2019;"CH066";"Total";"Total";"Total";"pers";106045;0.3021;"A"
2019;"CH022";"1";"Total";"Total";"pers";172625;1.6026;"A"
2019;"CH022";"Total";"Total";"Total";"pers";262654;0.2440;"A"
2019;"CH023";"1";"Total";"Total";"pers";149866;1.7867;"A"
2019;"CH023";"Total";"Total";"Total";"pers";231764;0.3077;"A"
2019;"CH031";"1";"Total";"Total";"pers";101526;2.3310;"A"
2019;"CH031";"Total";"Total";"Total";"pers";162990;0.4746;"A"
2019;"CH032";"1";"Total";"Total";"pers";145224;1.9093;"A"
2019;"CH032";"Total";"Total";"Total";"pers";243491;0.2808;"A"
2019;"CH052";"1";"Total";"Total";"pers";43219;3.3793;"A"
2019;"CH052";"Total";"Total";"Total";"pers";69345;0.5258;"A"
2019;"CH053";"1";"Total";"Total";"pers";29465;4.1060;"A"
2019;"CH053";"Total";"Total";"Total";"pers";45950;0.6604;"A"
2019;"CH054";"1";"Total";"Total";"pers";8422;6.8256;"A"
2019;"CH054";"Total";"Total";"Total";"pers";13270;1.5262;"A"
2019;"CH055";"1";"Total";"Total";"pers";278915;1.2851;"A"
2019;"CH055";"Total";"Total";"Total";"pers";424721;0.1944;"A"
2019;"CH056";"1";"Total";"Total";"pers";108936;2.0822;"A"
2019;"CH056";"Total";"Total";"Total";"pers";170045;0.2684;"A"
2019;"CH033";"1";"Total";"Total";"pers";379559;1.0867;"A"
2019;"CH033";"Total";"Total";"Total";"pers";571882;0.1665;"A"
2019;"CH057";"1";"Total";"Total";"pers";155643;1.6880;"A"
2019;"CH057";"Total";"Total";"Total";"pers";233109;0.2682;"A"
2019;"CH070";"1";"Total";"Total";"pers";166014;1.2947;"A"
2019;"CH070";"Total";"Total";"Total";"pers";299826;0.1439;"A"
2019;"CH011";"1";"Total";"Total";"pers";412910;0.7664;"A"
2019;"CH011";"Total";"Total";"Total";"pers";657154;0.1243;"A"
2019;"CH012";"1";"Total";"Total";"pers";177253;1.7055;"A"
2019;"CH012";"Total";"Total";"Total";"pers";288793;0.2479;"A"
2019;"CH024";"1";"Total";"Total";"pers";88859;1.6937;"A"
2019;"CH024";"Total";"Total";"Total";"pers";146440;0.2249;"A"
2019;"CH013";"1";"Total";"Total";"pers";235942;1.1104;"A"
2019;"CH013";"Total";"Total";"Total";"pers";389107;0.2282;"A"
